repo_name,component_id,link_url,node_1_type,node_1_id,node_1_author,node_1_num_comment,node_2_type,node_2_id,node_2_author,node_2_num_commentslink_type
summernote/summernote,56191,https://github.com/summernote/summernote/pull/2373#issue-240412262,pull_request,2373,https://github.com/dittos,1,issue,2253,https://github.com/Luncher,2,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/111#issue-23783668,issue,111,https://github.com/matcheson,1,issue,80,https://github.com/vedraan,3,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/1875#issuecomment-346860069,issue,1875,https://github.com/colinhall17,3,issue,2391,https://github.com/Rah1x,2,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/1501#issue-121982986,issue,1501,https://github.com/hurkgu,1,issue,2391,https://github.com/Rah1x,2,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/1498#issuecomment-164138669,issue,1498,https://github.com/caub,5,pull_request,1311,https://github.com/Oviglo,14,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/93#issue-22415592,issue,93,https://github.com/rakucmr,13,pull_request,2366,https://github.com/reinaldocoelho,8,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/111#issue-23783668,issue,111,https://github.com/matcheson,1,issue,96,https://github.com/hatpick,4,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/2373#issue-240412262,pull_request,2373,https://github.com/dittos,1,issue,2276,https://github.com/alec-netsphere,3,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/3305#issuecomment-542092950,issue,3305,https://github.com/dominic-berta,1,pull_request,3432,https://github.com/DiemenDesign,0,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/1385#issue-111895245,issue,1385,https://github.com/periscuelo,2,issue,2391,https://github.com/Rah1x,2,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/2666#issuecomment-361045255,pull_request,2666,https://github.com/DiemenDesign,24,pull_request,2048,https://github.com/lection,3,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/2229#issue-209081404,issue,2229,https://github.com/RajamohanShilpa,3,pull_request,1258,https://github.com/hackerwins,0,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/1258#issue-98210847,pull_request,1258,https://github.com/hackerwins,0,issue,1257,https://github.com/pjacquemin,6,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/904#issue-57320813,pull_request,904,https://github.com/hackerwins,2,issue,880,https://github.com/hvvjoy,7,other
summernote/summernote,56191,https://github.com/summernote/summernote/pull/3060#issue-385791187,pull_request,3060,https://github.com/hendrismit,1,issue,1819,https://github.com/zhoulijoe,7,other
summernote/summernote,56191,https://github.com/summernote/summernote/issues/3448#issuecomment-544464686,issue,3448,https://github.com/theworlt,4,pull_request,3432,https://github.com/DiemenDesign,0,other
